,Unnamed: 0,name,isin,type,dtcreated,language,headline,label,id
14140,14140,Danske Bank A/S,DK0010274414,0,2014-03-12,1,election of employee representatives to the board of directors of danske bank,0.0,DK00102744142014-03-12
14141,14141,ADLER Real Estate AG,DE0005008007,0,2014-03-12,1,adler real estate ag: management board of adler real estate aktiengesellschaft determines exchange ratio for the present exchange offer to shareholders of estavis ag,1.0,DE00050080072014-03-12
14142,14142,Københavns Lufthavne A/S,DK0010201102,0,2014-03-12,1,traffic statistics february 2014,1.0,DK00102011022014-03-12
14143,14143,Qiagen N.V.,NL0012169213,0,2014-03-12,1,qiagen n.v.: qiagen n.v. repurchases existing convertible notes and launches convertible notes offering combined with convertible note hedge and warrant transactions ,0.0,NL00121692132014-03-12
14144,14144,D/S Norden,DK0060083210,0,2014-03-12,1,statement of leading employees’ transactions in norden shares and related securities,0.0,DK00600832102014-03-12
14145,14145,Lundin Petroleum AB,SE0000825820,0,2014-03-12,1,"lundin petroleum completed the boni-1 exploration well in the natuna sea, offshore indonesia",0.0,SE00008258202014-03-12
14146,14146,Olainfarm,LV0000100501,0,2014-03-12,1,fourth quarter 2013 investor conference webinar,0.0,LV00001005012014-03-12
14147,14147,EEII AG,CH0007162958,0,2014-03-12,1,eeii ag publishes annual results per 12-31-2013,1.0,CH00071629582014-03-12
14148,14148,Nordic Shipholding A/S,DK0060083996,0,2014-03-11,1,nordic shipholding a/s - annual report 2013,1.0,DK00600839962014-03-11
14149,14149,EnBW Energie Baden-Württemberg AG,DE0005220008,0,2014-03-11,1,enbw energie baden-württemberg ag: stabilisation notice,1.0,DE00052200082014-03-11
14150,14150,Columbus A/S,DK0010268366,0,2014-03-13,1,invitation to columbus a/s webcast and conference call on 18 march 2014,1.0,DK00102683662014-03-13
14151,14151,Atlantic Petroleum P/F,FO000A0DN9X4,0,2014-03-13,1,live webcast 14th march 2014,0.0,FO000A0DN9X42014-03-13
14152,14152,euromicron AG,DE000A1K0300,0,2014-03-13,1,"euromicron ag: according to the preliminary business figures that have been presented, the company will achieve its targets in the adjusted guidance it issued on december 4, 2013 - no dividend pyment envisaged for 2013",0.0,DE000A1K03002014-03-13
14153,14153,First Sensor AG,DE0007201907,0,2014-03-13,1,first sensor ag: first sensor resolves legal assertion of claims against honeywell,0.0,DE00072019072014-03-13
14154,14154,Lassila & Tikanoja Oyj,FI0009010854,0,2014-03-13,1,lassila & tikanoja's divestment of latvian business operations completed,0.0,FI00090108542014-03-13
14155,14155,Latvijas Gaze,LV0000100899,0,2014-03-13,1,information on the liberalization of natural gas market in latvia,1.0,LV00001008992014-03-13
14156,14156,Genmab A/S,DK0010272202,0,2014-03-13,1,report pursuant to section 28a of the danish securities trading act,1.0,DK00102722022014-03-13
14157,14157,Veloxis Pharmaceuticals A/S,DK0060048148,0,2014-03-13,1,u.s. fda accepts veloxis’ new drug application for envarsus® for the prevention of organ rejection in kidney transplant patients,1.0,DK00600481482014-03-13
14158,14158,Martela Oyj,FI0009900385,0,2014-03-13,1,martela cororation's board of directors' organizational meeting,0.0,FI00099003852014-03-13
14159,14159,Pandora A/S,DK0060252690,0,2014-03-13,1,accelerated bookbuilt offering of existing shares in pandora a/s has been announced,0.0,DK00602526902014-03-13
14160,14160,ShaMaran Petroleum Corp,CA8193201024,0,2014-03-13,1,shamaran announces year-end 2013 reserves and resources,0.0,CA81932010242014-03-13
14162,14162,Solteq Oyj,FI0009007991,0,2014-03-14,1,proposal of election of the members of the board of directors,0.0,FI00090079912014-03-14
14163,14163,METRIC mobility solutions AG,DE000A1X3X66,0,2014-03-14,1,hoeft & wessel group expects significant ebit improvement in 2013 ,0.0,DE000A1X3X662014-03-14
14164,14164,Doro AB,SE0000215493,0,2014-03-14,1,doro opens experience store in paris and increases efforts within direct sales channels,0.0,SE00002154932014-03-14
14165,14165,Stockmann Oyj Abp,FI0009000251,0,2014-03-14,1,stockmann group's revenue in february 2014,1.0,FI00090002512014-03-14
14166,14166,Konecranes Oyj,FI0009005870,0,2014-03-14,1,konecranes plc - konecranes applies for listing of stock options 2009c on nasdaq omx helsinki,1.0,FI00090058702014-03-14
14167,14167,Aktia Pankki Oyj,FI4000058870,0,2014-03-14,1,"aktia bank's annual report, corporate governance statement and social responsibility report for 2013 have been published.",0.0,FI40000588702014-03-14
14169,14169,C-Rad AB,SE0002016352,0,2014-03-14,1,kallelse till årsstämma för c-rad ab (publ),0.0,SE00020163522014-03-14
14170,14170,Fresenius SE & Co. KGaA,DE0005785604,0,2014-03-14,1,fresenius se & co. kgaa: fresenius proposes three-for-one stock split,1.0,DE00057856042014-03-14
14171,14171,Ålandsbanken,FI0009001127,0,2014-03-14,1,co-determination negotiations completed at bank of åland plc,0.0,FI00090011272014-03-14
14172,14172,Danske Bank A/S,DK0010274414,0,2014-03-14,1,danske bank issues steepener notes,0.0,DK00102744142014-03-14
14174,14174,Raiffeisen Bank International AG,AT0000606306,0,2014-03-14,1,raiffeisen bank international ag: notification about repayment of participation capital still pending,1.0,AT00006063062014-03-14
14175,14175,Ming Le Sports AG,DE000A2LQ728,0,2014-03-14,1,ming le sports ag announces change of the auditor and preliminary results for the financial year 2013,0.0,DE000A2LQ7282014-03-14
14177,14177,RWE Aktiengesellschaft,DE0007037129,0,2014-03-16,1,rwe and letterone agree on sale of rwe dea,1.0,DE00070371292014-03-16
14178,14178,Neo Industrial Oyj,FI0009800296,0,2014-03-17,1,new long term financing agreement for neo industrial's cable segment,1.0,FI00098002962014-03-17
14179,14179,SimCorp A/S,DK0016026164,0,2014-03-17,1,insiders’ trading of shares in simcorp a/s,1.0,DK00160261642014-03-17
14181,14181,Greentech Energy Systems A/S,DK0010240514,0,2014-03-17,1,monthly update for february 2014,1.0,DK00102405142014-03-17
14182,14182,Century Aluminum Company,IS0000014884,0,2014-03-17,1,form 10−k - iran notice,1.0,IS00000148842014-03-17
14183,14183,Atlantic Petroleum P/F,FO000A0DN9X4,0,2014-03-17,1,summons for the annual general meeting of p/f atlantic petroleum,0.0,FO000A0DN9X42014-03-17
14184,14184,Danske Bank A/S,DK0010274414,0,2014-03-17,1,correction to preliminary final terms – db kurvestejler 2019,1.0,DK00102744142014-03-17
14185,14185,Monberg & Thorsen A/S,DK0010224310,0,2014-03-17,1,trading in monberg & thorsen a/s shares by insider,0.0,DK00102243102014-03-17
14186,14186,Grønlandsbanken A/S,DK0010230630,0,2014-03-17,1,announcement of the granting of power of attorney to the board of directors,1.0,DK00102306302014-03-17
14187,14187,Caverion Oyj,FI4000062781,0,2014-03-17,1,caverion corporation’s board of directors decided on the composition of its committees,1.0,FI40000627812014-03-17
14188,14188,Sanoma Oyj,FI0009007694,0,2014-03-17,1,sanoma adjusts its operations and initiates co-operation negotiations in finance functions and print operations,0.0,FI00090076942014-03-17
14190,14190,BoConcept Holding,DK0060050201,0,2014-03-17,1,announcement of boconcept executives' trading with securities,1.0,DK00600502012014-03-17
14192,14192,Intrum Justitia AB,SE0000936478,0,2014-03-17,1,intrum justitia initiates recruitment process for new purchased debt director,1.0,SE00009364782014-03-17
14193,14193,Alm. Brand Formue A/S,DK0010300276,0,2014-03-17,1,realisation of assets,1.0,DK00103002762014-03-17
14194,14194,Olainfarm,LV0000100501,0,2014-03-17,1,sales of „olainfarm” in february increase by 47%,1.0,LV00001005012014-03-17
14195,14195,Centrosolar Group AG,DE000A1TNS13,0,2014-03-17,1,"centrosolar group ag: provisional figures for 2013 - no quorum reached for first creditors' meeting - second meeting with lower quorum on april 14, 2014",0.0,DE000A1TNS132014-03-17
14199,14199,Petrogrand AB,SE0001587593,0,2014-03-17,1,statement from the newly elected board of petrogrand regarding shelton’s new offer,1.0,SE00015875932014-03-17
14200,14200,MBB SE,DE000A0ETBQ4,0,2014-03-17,1,mbb industries ag proposes dividend increase to 55 cents per share ,1.0,DE000A0ETBQ42014-03-17
14201,14201,Von Roll Holding AG,CH0003245351,0,2014-03-18,1,von roll holding ag: annual result for 2013,1.0,CH00032453512014-03-18
14203,14203,First Sensor AG,DE0007201907,0,2014-03-18,1,first sensor ag: first sensor presents provisional figures for the financial year 2013,0.0,DE00072019072014-03-18
14204,14204,Columbus A/S,DK0010268366,0,2014-03-18,1,columbus delivers record high earnings,1.0,DK00102683662014-03-18
14207,14207,BlackPearl Resources Inc.,SE0002060863,0,2014-03-18,1,blackpearl announces closing of $70 million bought deal equity offering,1.0,SE00020608632014-03-18
14210,14210,Softing AG,DE0005178008,0,2014-03-18,1,softing ag: consolidated ebit up more than 25% to eur 6.2 million / dividend to be proposed to the annual general meeting,0.0,DE00051780082014-03-18
14212,14212,Advanced Vision Technology Ltd.,IL0010837248,0,2014-03-18,1,advanced vision technology ltd.: change to the board of directors of avt ltd.,0.0,IL00108372482014-03-18
14213,14213,SAF Tehnika,LV0000101129,0,2014-03-18,1,„saf tehnika” announcement,1.0,LV00001011292014-03-18
14214,14214,Neo Industrial Oyj,FI0009800296,0,2014-03-18,1,district court of pirkanmaa dismissed the action of the bankruptcy estate of kuitu finland against neo industrial plc,1.0,FI00098002962014-03-18
14217,14217,DMG MORI AKTIENGESELLSCHAFT,DE0005878003,0,2014-03-18,1,dmg mori seiki aktiengesellschaft resolves upon sale of treasury shares,0.0,DE00058780032014-03-18
14218,14218,Schaltbau Holding AG,DE000A2NBTL2,0,2014-03-18,1,schaltbau holding ag: 25% dividend increase to eur 0.96 per share planned,1.0,DE000A2NBTL22014-03-18
14220,14220,Orascom Development Holding AG,CH0038285679,0,2014-03-19,1,orascom development holding ag: expects to report a net loss in the range of chf 145-160 million for the year 2013 (2012: chf 97 million net loss),0.0,CH00382856792014-03-19
14221,14221,Valmieras stikla škiedra,LV0000100485,0,2014-03-19,1,"about the purchase of valmiera glass uk ltd, a subcompany of jsc „valmieras stikla šķiedra”",1.0,LV00001004852014-03-19
14222,14222,Stora Enso Oyj,FI0009005961,0,2014-03-19,1,stora enso’s historical figures according to ifrs 11 joint arrangements,0.0,FI00090059612014-03-19
14223,14223,Vaahto Group Plc Oyj,FI0009900708,0,2014-03-19,1,"vaahto group issues 2,000,000 new shares in a directed share issue",1.0,FI00099007082014-03-19
14226,14226,CEWE Stiftung & Co. KGaA,DE0005403901,0,2014-03-19,1,cewe stiftung & co. kgaa: dividend is to be increased to 1.50 euros,1.0,DE00054039012014-03-19
14227,14227,Einhell Germany AG,DE0005654933,0,2014-03-19,1,einhell germany ag: preliminary financial figures 2013,0.0,DE00056549332014-03-19
14228,14228,3W Power S.A. / AEG Power Solutions,LU1072910919,0,2014-03-19,1,"3w power s.a. / aeg power solutions: 3w power s.a. agrees with major creditors of its corporate bond the principles of financial restructuring. company calls for a meeting with its bondholders on april 9th, 2014 and issues financial outlook based on financial restructuring",0.0,LU10729109192014-03-19
14229,14229,PNE AG,DE000A0JBPG2,0,2014-03-19,1,pne wind ag: increased dividend proposal on higher 2013 earnings and a cumulative ebit forecast of eur 110 to 130 million for the ,1.0,DE000A0JBPG22014-03-19
14230,14230,D/S Norden,DK0060083210,0,2014-03-19,1,statement of leading employees’ and employee-elected board members’ transactions in norden shares and related securities,0.0,DK00600832102014-03-19
14231,14231,Seamless Distribution AB,SE0000857369,0,2014-03-19,1,seqr mobile wallet offers an easier  path to fundraising and giving,0.0,SE00008573692014-03-19
14232,14232,Sponda Oyj,FI0009006829,0,2014-03-19,1,resolutions of sponda plc's annual general meeting of shareholders and the,1.0,FI00090068292014-03-19
14233,14233,EnBW Energie Baden-Württemberg AG,DE0005220008,0,2014-03-19,1,enbw energie baden-württemberg ag: stabilisation notice,1.0,DE00052200082014-03-19
14234,14234,Petrogrand AB,SE0001587593,0,2014-03-19,1,petrogrand ab calls for extraordinary general meeting in shelton petroleum ab,0.0,SE00015875932014-03-19
14235,14235,Lassila & Tikanoja Oyj,FI0009010854,0,2014-03-19,1,lassila & tikanoja plc board of directors constitutive meeting,1.0,FI00090108542014-03-19
14236,14236,MLP SE,DE0006569908,0,2014-03-19,1,mlp ag: change within executive board - mlp continues further development ,1.0,DE00065699082014-03-19
14237,14237,Air Berlin PLC,GB00B128C026,0,2014-03-19,1,air berlin postpones its annual press conference due to advanced discussions on options with substantial effects on company,1.0,GB00B128C0262014-03-19
14238,14238,EVN AG,AT0000741053,0,2014-03-19,1,evn ag: ad-hoc announcement - bulgarian regulatory authority commences license suspension proceedings against evn power company in bulgaria,1.0,AT00007410532014-03-19
14239,14239,CPI PROPERTY GROUP,LU0251710041,0,2014-03-19,1,orco germany s.a. - new ceo and management team,1.0,LU02517100412014-03-19
14240,14240,Uponor Oyj,FI0009002158,0,2014-03-20,1,uponor board organisation and roles,0.0,FI00090021582014-03-20
14241,14241,Cham Group AG,CH0001931853,0,2014-03-20,1,cham paper group holding ag: fy 2013: cham paper group achieves continued success,1.0,CH00019318532014-03-20
14242,14242,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,DE0008430026,0,2014-03-20,1,munich re resolves share buy-back,1.0,DE00084300262014-03-20
14243,14243,Seamless Distribution AB,SE0000857369,0,2014-03-20,1,seqr performs record breaking roll – out,0.0,SE00008573692014-03-20
14244,14244,ALK-Abelló,DK0060027142,0,2014-03-20,1,house dust mite slit-tablet enters phase iii clinical development in,0.0,DK00600271422014-03-20
14245,14245,Delticom AG,DE0005146807,0,2014-03-20,1,delticom: eur 0.50 dividend per share for 2013,0.0,DE00051468072014-03-20
14246,14246,CANCOM SE,DE0005419105,0,2014-03-20,1,cancom se issues convertible bond,0.0,DE00054191052014-03-20
14247,14247,MIFA Mitteldeutsche Fahrradwerke AG,DE000A0B95Y8,0,2014-03-20,1,mifa mitteldeutsche fahrradwerke ag: mifa expands management board and announces prospective net loss for 2013,0.0,DE000A0B95Y82014-03-20
14252,14252,SimCorp A/S,DK0016026164,0,2014-03-20,1,insiders’ trading of shares in simcorp a/s,1.0,DK00160261642014-03-20
14253,14253,Veloxis Pharmaceuticals A/S,DK0060048148,0,2014-03-20,1,warrant programme - veloxis pharmaceuticals a/s issues new shares in connection with exercise of warrants and announces trading in the company’s shares by current and former employees,0.0,DK00600481482014-03-20
14254,14254,Technopolis,FI0009006886,0,2014-03-20,1,subscription of shares in technopolis plc based on the 2007c stock options,0.0,FI00090068862014-03-20
14255,14255,Nemetschek SE,DE0006452907,0,2014-03-20,1,nemetschek ag increases dividend to eur 1.30 per share,0.0,DE00064529072014-03-20
14256,14256,Geratherm Medical AG,DE0005495626,0,2014-03-20,1,geratherm medical ag: geratherm medical announces business figures for,1.0,DE00054956262014-03-20
14257,14257,Stockmann Oyj Abp,FI0009000251,0,2014-03-20,1,lindex’s franchising agreement in china is cancelled,0.0,FI00090002512014-03-20
14258,14258,Monberg & Thorsen A/S,DK0010224310,0,2014-03-20,1,trading in monberg & thorsen a/s shares by insider,0.0,DK00102243102014-03-20
14261,14261,Westag & Getalit AG,DE0007775231,0,2014-03-20,1,westag & getalit ag: moderate export demand puts damper on sales in 2013; structural measures and competitive pressure influenced the bottom line; continued high dividend of eur 1.00 per preference share and eur 0.94 per ordinary share ,1.0,DE00077752312014-03-20
14262,14262,Kontron S&T AG,DE0006053952,0,2014-03-20,1,kontron ag sells stake in ubitronix and plans the sale of its rtsoft share,0.0,DE00060539522014-03-20
14263,14263,GSW Immobilien AG,DE000GSW1111,0,2014-03-20,1,gsw immobilien ag: dividend,0.0,DE000GSW11112014-03-20
14264,14264,Ming Le Sports AG,DE000A2LQ728,0,2014-03-20,1,ming le sports ag announces further reasons for resignation of the auditor,1.0,DE000A2LQ7282014-03-20
14265,14265,Lucara Diamond Corp,CA54928Q1081,0,2014-03-20,1,lucara announces annual meeting date,1.0,CA54928Q10812014-03-20
14266,14266,AEVIS VICTORIA SA,CH0478634105,0,2014-03-21,1,aevis holding sa: provisorische meldung des endergebnisses des öffentlichen kaufangebotes der aevis holding sa für die hotelgruppe victoria-jungfrau collection ag (vijn),1.0,CH04786341052014-03-21
14267,14267,Stora Enso Oyj,FI0009005961,0,2014-03-21,1,stora enso changes organisational structure of renewable packaging,0.0,FI00090059612014-03-21
14268,14268,Tribona AB,SE0005126885,0,2014-03-21,1,tribona ab (publ): tribona proposes a rights issue of approx. sek 292 million,0.0,SE00051268852014-03-21
14269,14269,REALTECH AG,DE0007008906,0,2014-03-21,1,realtech ag: provisional consolidated financial statements for 2013,0.0,DE00070089062014-03-21
14270,14270,SSH Communications Security Oyj,FI0009008270,0,2014-03-21,1,organizing of the board of directors of ssh communications security corporation,1.0,FI00090082702014-03-21
14271,14271,Lassila & Tikanoja Oyj,FI0009010854,0,2014-03-21,1,lassila & tikanoja plc has received an eur 16.7 million claim from the financiers of l&t recoil oy regarding l&t recoil oy’s loan guarantee commitment,0.0,FI00090108542014-03-21
14272,14272,GN Store Nord A/S,DK0010272632,0,2014-03-21,1,annual general meeting 2014 – gn store nord a/s,1.0,DK00102726322014-03-21
14273,14273,Rigas kugu buvetava,LV0000100378,0,2014-03-21,1,"regarding the press release distributed by the company sia „komandor” on 20th of march, 2014 about the bankrupt process claim of jsc „riga shipyard”",1.0,LV00001003782014-03-21
14276,14276,Asian Bamboo AG,DE000A0M6M79,0,2014-03-23,1,asian bamboo plans to reduce the plantation size ,1.0,DE000A0M6M792014-03-23
14277,14277,Nokia,FI0009000681,0,2014-03-24,1,nokia expects the sale of substantially all of its devices & services business to microsoft to close in april 2014,0.0,FI00090006812014-03-24
14278,14278,Danske Bank A/S,DK0010274414,0,2014-03-24,1,danske bank sells equity interest in nets holding a/s,0.0,DK00102744142014-03-24
14279,14279,Spar Nord Bank A/S,DK0060036564,0,2014-03-24,1,sales of nets,0.0,DK00600365642014-03-24
14280,14280,Sydbank A/S,DK0010311471,0,2014-03-24,1,"nets to be acquired by advent international, atp and bain capital",0.0,DK00103114712014-03-24
14281,14281,Auriant Mining AB,SE0001337213,0,2014-03-24,1,auriant mining announces bank debt refinancing,0.0,SE00013372132014-03-24
14282,14282,FormPipe Software AB,SE0001338039,0,2014-03-24,1,formpipe receives order on e-archiving valued at sek 1 million,1.0,SE00013380392014-03-24
14283,14283,Dantherm,DK0010223692,0,2014-03-24,1,divestment of telecom business segment,1.0,DK00102236922014-03-24
14284,14284,"Industrivärden, AB",SE0000107203,0,2014-03-24,1,industrivärden’s view of handelsbanken’s indemnity undertaking,0.0,SE00001072032014-03-24
14285,14285,RusForest AB,SE0005132511,0,2014-03-24,1,"rusforest to release year end report 2013 on march 31, 2014",0.0,SE00051325112014-03-24
14286,14286,Vestjysk Bank A/S,DK0010304500,0,2014-03-24,1,sale of nets shares,1.0,DK00103045002014-03-24
14287,14287,STADA Arzneimittel AG,DE0007251803,0,2014-03-24,1,stada arzneimittel ag: successful financial year 2013 - adjusted ebitda reaches new record high - dividend to increase by 32 percent - 2014 outlook adjusted,0.0,DE00072518032014-03-24
14288,14288,Fortum,FI0009007132,0,2014-03-24,1,fortum completes divestment of its finnish electricity distribution business,1.0,FI00090071322014-03-24
14289,14289,Grønlandsbanken A/S,DK0010230630,0,2014-03-24,1,sale of nets shares,0.0,DK00102306302014-03-24
14290,14290,ElringKlinger AG,DE0007856023,0,2014-03-24,1,elringklinger proposes 11% increase in dividend,0.0,DE00078560232014-03-24
14291,14291,BankNordik P/F,FO0000000088,0,2014-03-24,1,dividend 2014 - payment details,0.0,FO00000000882014-03-24
14292,14292,PledPharma AB,SE0003815604,0,2014-03-24,1,pledpharma ab (publ) issues new shares,0.0,SE00038156042014-03-24
14293,14293,DATA MODUL Aktiengesellschaft Produktion und Vertrieb von elektronischen Systemen,DE0005498901,0,2014-03-24,1,data modul ag: intended change within management board and supervisory board,0.0,DE00054989012014-03-24
14294,14294,Karolinska Development AB,SE0002190926,0,2014-03-25,1,new trial data suggest that shact could benefit women undergoing hysteroscopies,1.0,SE00021909262014-03-25
14296,14296,Højgaard Holding A/S,DK0010255975,0,2014-03-25,1,mt højgaard wins a new large project in vejle,1.0,DK00102559752014-03-25
14297,14297,Nexus AG,DE0005220909,0,2014-03-25,1,nexus ag: substantial sales and revenue growth in 2013 ,0.0,DE00052209092014-03-25
14299,14299,Rigas kugu buvetava,LV0000100378,0,2014-03-25,1,about the attempts to put out unfair information about  jsc „rīgas kuģu būvētava”,1.0,LV00001003782014-03-25
14300,14300,Finnlines,FI0009003644,0,2014-03-25,1,containersteve oy ab’s co-operation negotiations ended in kotka,1.0,FI00090036442014-03-25
14302,14302,UMS United Medical Systems International AG i.L.,DE0005493654,0,2014-03-25,1,ums united medical systems international ag: ums ag confirms preliminary figures for 2013,0.0,DE00054936542014-03-25
14303,14303,BoConcept Holding,DK0060050201,0,2014-03-25,1,announcement of boconcept executives' trading with securities,1.0,DK00600502012014-03-25
14304,14304,Nýherji hf.,IS0000000396,0,2014-03-25,1,nýherji sells applicon in denmark,1.0,IS00000003962014-03-25
14305,14305,CTS Eventim AG & Co. KGaA,DE0005470306,0,2014-03-25,1,cts eventim increases dividend again,1.0,DE00054703062014-03-25
14307,14307,Nurminen Logistics Oyj,FI0009900187,0,2014-03-25,1,the board of directors of nurminen logistics plc approved subscriptions in the personnel share issue,1.0,FI00099001872014-03-25
14308,14308,Elisa,FI0009007884,0,2014-03-25,1,"notice pursuant to the finnish securities market act, chapter 9, section 10",0.0,FI00090078842014-03-25
14309,14309,Oasmia Pharmaceutical AB,SE0000722365,0,2014-03-25,1,oasmia receives a new msek 40 bank loan,1.0,SE00007223652014-03-25
14310,14310,Valoe Oyj,FI0009006951,0,2014-03-25,1,cencorp moves its annual general meeting to an earlier date,1.0,FI00090069512014-03-25
14311,14311,Matas A/S,DK0060497295,0,2014-03-25,1,matas a/s withdraws action against the danish ministry of taxation regarding the deductibility of transaction costs,1.0,DK00604972952014-03-25
14312,14312,BioPorto  A/S,DK0011048619,0,2014-03-25,1,insider’s dealings,0.0,DK00110486192014-03-25
14313,14313,A.P. Møller - Mærsk A/S,DK0010244425,0,2014-03-25,1,announcement of managerial staff’s etc. trading in accordance with the danish securities trading act section 28(a).,1.0,DK00102444252014-03-25
14314,14314,Eckert & Ziegler Strahlen- und Medizintechnik AG,DE0005659700,0,2014-03-25,1,eckert & ziegler to recommend dividend payment,0.0,DE00056597002014-03-25
14315,14315,Vestjysk Bank A/S,DK0010304500,0,2014-03-25,1,resolutions at vestjysk bank a/s’ annual general meeting on 25 march 2014,0.0,DK00103045002014-03-25
14316,14316,Mobimo Holding AG,CH0011108872,0,2014-03-25,1,mobimo holding ag: general meeting approves all proposals of the board of directors,1.0,CH00111088722014-03-25
14317,14317,Seamless Distribution AB,SE0000857369,0,2014-03-26,1,seamless signs agreement with payzone,1.0,SE00008573692014-03-26
14318,14318,SURTECO GROUP SE,DE0005176903,0,2014-03-26,1,surteco se: preliminary results 2013,1.0,DE00051769032014-03-26
14319,14319,Ramirent Oyj,FI0009007066,0,2014-03-26,1,review by the president and ceo at the annual general meeting of ramirent plc,1.0,FI00090070662014-03-26
14320,14320,Hansa Group AG,DE0007608606,0,2014-03-26,1,hansa group ag concludes an agreement to reduce the financial liabilities,1.0,DE00076086062014-03-26
14321,14321,Century Aluminum Company,IS0000014884,0,2014-03-26,1,date of earliest transaction 03/22/2014,1.0,IS00000148842014-03-26
14322,14322,Petrogrand AB,SE0001587593,0,2014-03-26,1,petrogrand’s ownership in shelton petroleum exceeds 20 percent,1.0,SE00015875932014-03-26
14323,14323,Etteplan Oyj,FI0009008650,0,2014-03-26,1,resolutions of the organization meeting of etteplan oyj's board of directors,1.0,FI00090086502014-03-26
14325,14325,centrotherm international AG,DE000A1TNMM9,0,2014-03-26,1,centrotherm photovoltaics ag: centrotherm photovoltaics ag plans switch of stock market segment,0.0,DE000A1TNMM92014-03-26
14327,14327,Ditton pievadkežu rupnica,LV0000100212,0,2014-03-26,1,notification on significant event,0.0,LV00001002122014-03-26
14328,14328,SKW Stahl-Metallurgie Holding AG,DE000SKWM021,0,2014-03-26,1,skw stahl-metallurgie holding ag: executive board and supervisory board propose to adjourn dividend payment for 2013 ,0.0,DE000SKWM0212014-03-26
14329,14329,A.P. Møller - Mærsk A/S,DK0010244425,0,2014-03-26,1,announcement of managerial staff’s etc. trading in accordance with the danish securities trading act section 28(a).,1.0,DK00102444252014-03-26
14330,14330,H. Lundbeck A/S,DK0010287234,0,2014-03-26,1,new incentive plan for executive management in h. lundbeck a/s,1.0,DK00102872342014-03-26
14331,14331,Vossloh Aktiengesellschaft,DE0007667107,0,2014-03-26,1,vossloh aktiengesellschaft: vossloh resolves sale of treasury stock ,0.0,DE00076671072014-03-26
14332,14332,SRV Yhtiöt Oyj,FI0009015309,0,2014-03-26,1,organisation of srv group plc’s board of directors,1.0,FI00090153092014-03-26
14333,14333,SinnerSchrader AG,DE0005141907,0,2014-03-26,1,sinnerschrader grows by 35 per cent in the second quarter of 2013/2014 / strong growth dynamism maintained in the third quarter / annual forecast to be raised,1.0,DE00051419072014-03-26
14334,14334,United Internet AG,DE0005089031,0,2014-03-26,1,successful fiscal year 2013 for united internet,1.0,DE00050890312014-03-26
14335,14335,Air Berlin PLC,GB00B128C026,0,2014-03-26,1,air berlin is in continuing advanced discussions with certain shareholders and finance providers on measures for a recapitalisation - annual press conference on financial results further postponed,1.0,GB00B128C0262014-03-26
14336,14336,Columbus A/S,DK0010268366,0,2014-03-26,1,trading in columbus a/s shares by insiders,0.0,DK00102683662014-03-26
14337,14337,Topotarget,DK0060003556,0,2014-03-26,1,topotarget confirms receipt of  acceptance-to-file milestone payment,1.0,DK00600035562014-03-26
14338,14338,Genmab A/S,DK0010272202,0,2014-03-26,1,genmab reaches $22 million milestone in daratumumab collaboration with janssen,0.0,DK00102722022014-03-26
14340,14340,Epigenomics AG,DE000A11QW50,0,2014-03-27,1, ad hoc announcement pursuant to § 15 wphg (german securities trading act)   epigenomics ag: fda advisory committee provides recommendations for epigenomics' colorectal cancer screening blood test,0.0,DE000A11QW502014-03-27
14341,14341,Marimekko Oyj,FI0009007660,0,2014-03-27,1,consultative negotiations on marimekko's operations in finland have ended,1.0,FI00090076602014-03-27
14342,14342,Raiffeisen Bank International AG,AT0000606306,0,2014-03-27,1,raiffeisen bank international ag: full year results 2013,0.0,AT00006063062014-03-27
14343,14343,RHÖN-KLINIKUM AG,DE0007042301,0,2014-03-27,1,"rhön-klinikum ag: invitation for the purchase of notes, termination of the rating contract with moody's as of 30 april 2014",0.0,DE00070423012014-03-27
14345,14345,PVA TePla AG,DE0007461006,0,2014-03-27,1,pva tepla ag: changes in the management board,1.0,DE00074610062014-03-27
14346,14346,YIT,FI0009800643,0,2014-03-27,1,yit’s comparable figures for 2013 in accordance with the new segment structure,0.0,FI00098006432014-03-27
14349,14349,Vossloh Aktiengesellschaft,DE0007667107,0,2014-03-27,1,vossloh aktiengesellschaft: vossloh successfully sold treasury shares - gross proceeds of eur91 million,1.0,DE00076671072014-03-27
14350,14350,Lundin Petroleum AB,SE0000825820,0,2014-03-27,1,johan sverdrup pl501 appraisal wells 16/3-8 s and 16/3-8 s t2 successfully completed,1.0,SE00008258202014-03-27
14352,14352,Century Aluminum Company,IS0000014884,0,2014-03-27,1,date of earliest transaction 03/24/2014,1.0,IS00000148842014-03-27
14353,14353,Immunicum AB,SE0005003654,0,2014-03-27,1,immunicum’s abstract with data from a kidney cancer study has been approved for presentation at the 2014 asco annual meeting in chicago,1.0,SE00050036542014-03-27
14354,14354,IFM Immobilien AG,DE000A0JDU97,0,2014-03-27,1,ifm immobilien ag: ifm reports consolidated loss for 2013,1.0,DE000A0JDU972014-03-27
14355,14355,RTX,DK0010267129,0,2014-03-27,1,rtx raises the financial expectations for 2013/14,1.0,DK00102671292014-03-27
14356,14356,Accentro Real Estate AG,DE000A0KFKB3,0,2014-03-27,1,estavis ag: five-year convertible bond of estavis ag over eur 15 million fully subscribed,0.0,DE000A0KFKB32014-03-27
