,Unnamed: 0,name,isin,type,dtcreated,language,headline,label,id
18358,25711,Lundin Petroleum AB,SE0000825820,0,2014-01-28,1,side-track well on torvastad prospect being completed,0.0,SE00008258202014-01-28
18359,25712,Karolinska Development AB,SE0002190926,0,2014-01-28,1,karolinska development ab appoints new chief financial officer,0.0,SE00021909262014-01-28
18361,25714,DSV A/S,DK0060079531,0,2014-01-27,1,"dsv, 524 - invitation to teleconference",0.0,DK00600795312014-01-27
18362,25716,adesso SE,DE000A0Z23Q5,0,2014-01-27,1,adesso ag: anticipated losses with a major project,0.0,DE000A0Z23Q52014-01-27
18364,25719,Novozymes A/S,DK0060336014,0,2014-01-27,1,trading by management and of close relations to management,0.0,DK00603360142014-01-27
18369,25726,Novozymes A/S,DK0060336014,0,2014-02-12,1,trading by management and of close relations to management,0.0,DK00603360142014-02-12
18371,25729,Ramirent Oyj,FI0009007066,0,2014-02-12,1,changes in ramirent’s group management team,1.0,FI00090070662014-02-12
18372,25730,PledPharma AB,SE0003815604,0,2014-02-12,1,positive data from the first part of the pliant study,1.0,SE00038156042014-02-12
18374,25732,Africa Oil Corp.,CA00829Q1019,0,2014-02-12,1,africa oil provides operations update,1.0,CA00829Q10192014-02-12
18376,25734,Olainfarm,LV0000100501,0,2014-02-12,1,„olainfarm” announces forecasts for 2014,0.0,LV00001005012014-02-12
18377,25735,Exel Composites Oyj,FI0009007306,0,2014-02-12,1,exel composites plc's board of directors has resolved on a new long-term incentive program for the company executives,0.0,FI00090073062014-02-12
18378,25736,Talentum Oyj,FI0009900898,0,2014-02-12,1,talentum board of directors´ proposals to the annual general meeting,1.0,FI00099008982014-02-12
18379,25737,AEVIS VICTORIA SA,CH0478634105,0,2014-02-12,1,aevis holding sa: aevis purchases an additional stake and now holds 33.47% of victoria-jungfrau collection - 51% acceptance condition dropped,1.0,CH04786341052014-02-12
18380,25740,HKScan Oyj,FI0009006308,0,2014-02-12,1,hkscan to renew its group identity,0.0,FI00090063082014-02-12
18381,25742,1&1 Drillisch Aktiengesellschaft,DE0005545503,0,2014-02-11,1,drillisch ag: increased full year guidance exceeded,1.0,DE00055455032014-02-11
18382,25744,Curanum AG,DE0005240709,0,2014-02-11,1,curanum ag: amendment to the contribution agreement signed,1.0,DE00052407092014-02-11
18383,25746,SinnerSchrader AG,DE0005141907,0,2014-02-11,1,sinnerschrader ag: sinnerschrader wins major contract in automotive industry ,0.0,DE00051419072014-02-11
18385,25749,Atlantic Airways P/F,FO0000000062,0,2014-02-11,1,atlantic airways leases out one rj-100 aircraft to malmø aviation,1.0,FO00000000622014-02-11
18386,25750,Jays AB,SE0003204908,0,2014-02-11,1,jays of sweden makes a-jays five for windows phone available at microsoft retail stores in the us,1.0,SE00032049082014-02-11
18389,25753,Metsä Board Oyj,FI0009000665,0,2014-02-11,1,arbitration proceedings related to metsä fibre oy shareholder agreement completed,0.0,FI00090006652014-02-11
18390,25754,Nurminen Logistics Oyj,FI0009900187,0,2014-02-11,1,nurminen logistics plc’s co-determination negotiations concluded,0.0,FI00099001872014-02-11
18391,25757,C-Rad AB,SE0002016352,0,2014-02-11,1,reminder: c-rad web presentation q4 report,0.0,SE00020163522014-02-11
18392,25758,Lundin Petroleum AB,SE0000825820,0,2014-02-11,1,side-track well on torvastad prospect completed,0.0,SE00008258202014-02-11
18393,25759,AEVIS VICTORIA SA,CH0478634105,0,2014-02-11,1,aevis holding sa: aevis buys a block of shares from terramaris and becomes the largest shareholder of victoria-jungfrau collection - offer price increased to chf 310,0.0,CH04786341052014-02-11
18394,25762,FAST Casualwear AG,DE000A1PHFG5,0,2014-02-10,1,fast ag resolves further capital increase ,1.0,DE000A1PHFG52014-02-10
18395,25764,Genmab A/S,DK0010272202,0,2014-02-10,1,grant of warrants to employees in genmab,0.0,DK00102722022014-02-10
18397,25766,Outokumpu Oyj,FI0009002422,0,2014-02-10,1,outokumpu announces results of noteholders’ meetings of the notes due in 2015 and 2016,0.0,FI00090024222014-02-10
18398,25769,Continental AG,DE0005439004,0,2014-02-10,1,continental to acquire veyance technologies inc. from the carlyle group,0.0,DE00054390042014-02-10
18401,25773,Atlantic Airways P/F,FO0000000062,0,2014-02-10,1,atlantic airways wants to buy the privately owned shares in the company,1.0,FO00000000622014-02-10
18404,25776,Componenta Oyj,FI0009010110,0,2014-02-10,1,"preliminary information on componenta’s financial statements 1 january - 31 december 2013.operating profit improved clearly, demand outlook improved but still uncertain for 2014",0.0,FI00090101102014-02-10
18405,25777,ZetaDisplay AB (publ),SE0001105511,0,2014-02-10,1,zetadisplay: delivers last meter marketing to the largest pet shop chain in finland,1.0,SE00011055112014-02-10
18407,25779,Tulikivi Oyj,FI0009900583,0,2014-02-10,1,tulikivi corporation: corporate governance statement 2013,1.0,FI00099005832014-02-10
18409,25781,Elisa,FI0009007884,0,2014-02-10,1,mobile interconnection fees for 2014-2015,1.0,FI00090078842014-02-10
18411,25783,HairGroup AG,DE0006610314,0,2014-02-10,1,essanelle hair group ag: merger-specific squeeze-out,1.0,DE00066103142014-02-10
18417,25790,Raisio,FI0009800395,0,2014-02-10,1,raisio's converted shares,1.0,FI00098003952014-02-10
18418,25791,Atlantic Petroleum P/F,FO000A0DN9X4,0,2014-02-10,1,update on the langlitinden exploration well in the barents sea,1.0,FO000A0DN9X42014-02-10
18419,25792,Nokia,FI0009000681,0,2014-02-10,1,nokia and htc signed a patent and technology collaboration agreement,1.0,FI00090006812014-02-10
18421,25794,Tieto,FI0009000277,0,2014-02-10,1,"tieto appoints håkan dahlström as head of public, healthcare and welfare",1.0,FI00090002772014-02-10
18422,25799,Fabasoft AG,AT0000785407,0,2014-02-07,1,fabasoft ag announces preliminary figures for the first nine months of the fiscal year 2013/2014,0.0,AT00007854072014-02-07
18424,25803,SKW Stahl-Metallurgie Holding AG,DE000SKWM021,0,2014-02-07,1,skw stahl-metallurgie holding ag: preliminary figures ,1.0,DE000SKWM0212014-02-07
18425,25805,eQ Oyj,FI0009009617,0,2014-02-07,1,"notice of proposals to annual general meeting concerning the number of members, their remuneration and reimbursement of their costs, and nomination of the board members",0.0,FI00090096172014-02-07
18427,25807,Danske Bank A/S,DK0010274414,0,2014-02-07,1,accusations of cases of price manipulation in 2009,1.0,DK00102744142014-02-07
18428,25809,Valoe Oyj,FI0009006951,0,2014-02-07,1,vikram solar and cencorp consider opportunities for business and partnership collaboration,1.0,FI00090069512014-02-07
18429,25810,Novozymes A/S,DK0060336014,0,2014-02-07,1,trading by management and of close relations to management,0.0,DK00603360142014-02-07
18430,25811,EVN AG,AT0000741053,0,2014-02-07,1,evn ag: ad-hoc announcement - notification of damages to invoke a guarantee in connection with the sodium hypochlorite facility in moscow,0.0,AT00007410532014-02-07
18431,25813,BayWa AG,DE0005194062,0,2014-02-07,1,baywa ag: baywa subsidiary turners & growers ltd. is in discussions about the acquisition of apollo apples ltd.,1.0,DE00051940622014-02-07
18432,25815,SRV Yhtiöt Oyj,FI0009015309,0,2014-02-07,1,publishing of srv’s financial statements bulletin 2013,1.0,FI00090153092014-02-07
18433,25816,QPR Software,FI0009008668,0,2014-02-07,1,proposal to the annual general meeting for the composition of qpr software plc's board of directors,1.0,FI00090086682014-02-07
18434,25817,Efore,FI0009900054,0,2014-02-07,1,invitation to efore’s fy 2013 results briefing,1.0,FI00099000542014-02-07
18436,25819,Metsä Board Oyj,FI0009000665,0,2014-02-07,1,the board of directors of metsä board corporation has resolved on an incentive plan for key executives,0.0,FI00090006652014-02-07
18437,25820,Konecranes Oyj,FI0009005870,0,2014-02-07,1,konecranes plc - konecranes signed eur 100 million revolving credit facility,0.0,FI00090058702014-02-07
18438,25821,Digia Oyj,FI0009007983,0,2014-02-07,1,digia will start reporting two business segments,0.0,FI00090079832014-02-07
18439,25822,Sanoma Oyj,FI0009007694,0,2014-02-07,1,sanoma launches new share-based plans within long term incentive programme,0.0,FI00090076942014-02-07
18441,25824,Nokian Renkaat,FI0009005318,0,2014-02-07,1,proposals by the board of directors of nokian tyres plc to the annual general meeting,0.0,FI00090053182014-02-07
18442,25825,Lucara Diamond Corp,CA54928Q1081,0,2014-02-07,1,lucara provides litigation update,0.0,CA54928Q10812014-02-07
18444,25828,MOLOGEN AG,DE000A2LQ900,0,2014-02-06,1,mologen ag: capital increase from authorized capital successfully completed; gross proceeds of 15.7 million euros,0.0,DE000A2LQ9002014-02-06
18448,25834,Rofin-Sinar Technologies Inc.,US7750431022,0,2014-02-06,1,rofin-sinar technologies inc. reports results for first quarter fiscal year 2014;  board authorizes share buyback program ,1.0,US77504310222014-02-06
18449,25835,Novozymes A/S,DK0060336014,0,2014-02-06,1,trading by management and of close relations to management,0.0,DK00603360142014-02-06
18450,25836,Topotarget,DK0060003556,0,2014-02-06,1,fda grants acceptance to file and priority review for beleodaq™ (belinostat) nda in ptcl,1.0,DK00600035562014-02-06
18451,25839,Icelandair Group hf.,IS0000013464,0,2014-02-06,1,traffic data january 2014,1.0,IS00000134642014-02-06
18452,25840,Dovre Group Oyj,FI0009008098,0,2014-02-06,1,dovre group’s briefing on financial statements 2013,0.0,FI00090080982014-02-06
18453,25841,Zealand Pharma A/S,DK0060257814,0,2014-02-06,1,zealand informs that sanofi has announced initiation of the lixilan phase iii clinical program for the fixed-ratio combination of lantus® and lyxumia®,1.0,DK00602578142014-02-06
18454,25842,Vestjysk Bank A/S,DK0010304500,0,2014-02-06,1,composition of the supervisory board after the annual general meeting 2014,0.0,DK00103045002014-02-06
18455,25843,Stockmann Oyj Abp,FI0009000251,0,2014-02-06,1,publishing of stockmann’s financial statements bulletin 2013,0.0,FI00090002512014-02-06
18456,25844,Tieto,FI0009000277,0,2014-02-06,1,tieto’s board of directors convenes annual general meeting 2014,1.0,FI00090002772014-02-06
18459,25849,MOLOGEN AG,DE000A2LQ900,0,2014-02-05,1,mologen ag resolves capital increase from authorized capital,0.0,DE000A2LQ9002014-02-05
18460,25850,DO Deutsche Office AG,DE000PRME020,0,2014-02-05,1,prime office ag sets subscription price for the new shares issued in connection with the cash capital increase at eur 2.80 per share,0.0,DE000PRME0202014-02-05
18461,25853,PETROTEC AG,DE000PET1111,0,2014-02-05,1,petrotec ag: petrotec lowers forecast for ebit-margin for 2013,0.0,DE000PET11112014-02-05
18464,25857,Electrawinds SE,LU0538936351,0,2014-02-05,1,electrawinds se: announcement,1.0,LU05389363512014-02-05
18469,25863,Valmieras stikla škiedra,LV0000100485,0,2014-02-05,1,jsc „valmieras stikla šķiedra”: investments planed also for 2014,1.0,LV00001004852014-02-05
18470,25864,Novozymes A/S,DK0060336014,0,2014-02-05,1,trading by management and of close relations to management,1.0,DK00603360142014-02-05
18471,25866,Genmab A/S,DK0010272202,0,2014-02-05,1,arzerra® fourth quarter and full year 2013 net sales figures,0.0,DK00102722022014-02-05
18472,25867,Comptel,FI0009008221,0,2014-02-05,1,the board of directors of comptel corporation resolved on key personnel incentive plan,1.0,FI00090082212014-02-05
18478,25873,Ramirent Oyj,FI0009007066,0,2014-02-05,1,"invitation to ramirent’s results briefing on 17 february, 2014 in stockholm",1.0,FI00090070662014-02-05
18479,25874,C-Rad AB,SE0002016352,0,2014-02-05,1,c-rad: order of three systems from azerbaijan,1.0,SE00020163522014-02-05
18486,25882,AS Abwicklung und Solar-Service AG i.L.,DE000A0JM634,0,2014-02-05,1,aleo solar ag: aleo solar sells significant parts of its operating business ,0.0,DE000A0JM6342014-02-05
18489,25885,Intrum Justitia AB,SE0000936478,0,2014-02-05,1,intrum justitia repurchases own shares,0.0,SE00009364782014-02-05
18490,25886,Atlantic Petroleum P/F,FO000A0DN9X4,0,2014-02-04,1,delisting from nasdaq omx iceland accepted,0.0,FO000A0DN9X42014-02-04
18491,25887,SolarWorld AG i.I.,DE000A1YCMM2,0,2014-02-04,1,solarworld ag revalues long-term raw material contracts,0.0,DE000A1YCMM22014-02-04
18492,25889,Jetter AG,DE0006264005,0,2014-02-04,1,jetter ag suffers a quarterly loss and will leave the stock exchange,1.0,DE00062640052014-02-04
18494,25892,Spar Nord Bank A/S,DK0060036564,0,2014-02-04,1,moody’s withdraws all ratings of spar nord,1.0,DK00600365642014-02-04
18495,25893,Novozymes A/S,DK0060336014,0,2014-02-04,1,trading by management and of close relations to management,0.0,DK00603360142014-02-04
18499,25897,Alphaform AG,DE0005487953,0,2014-02-21,1,alphaform ag: alphaform resolves on a 10% capital increase,1.0,DE00054879532014-02-21
18505,25905,BioPorto  A/S,DK0011048619,0,2014-02-21,1,bioporto receives intention to grant for ngal exclusion patent in europe,1.0,DK00110486192014-02-21
18506,25906,ad pepper media International N.V.,NL0000238145,0,2014-02-21,1,ad pepper media international n.v.: preliminary/unaudited figures for 2013 ,0.0,NL00002381452014-02-21
18507,25908,Lundin Petroleum AB,SE0000825820,0,2014-02-21,1,exploration well 7222/11-2 in the barents sea is being completed,1.0,SE00008258202014-02-21
18508,25909,Atlantic Petroleum P/F,FO000A0DN9X4,0,2014-02-21,1,oil discovery on langlitinden - hydrocarbons proven in several reservoir zones throughout the kobbe formation,0.0,FO000A0DN9X42014-02-21
18509,25910,Atlantic Airways P/F,FO0000000062,0,2014-02-20,1,vagar airport chooses to form a new company together with atlantic airways p/f to operate the duty-free store at vagar airport,0.0,FO00000000622014-02-20
18510,25911,Global Entertainment AG,DE0001262186,0,2014-02-20,1,advanced inflight alliance ag: increase of the cash compensation to the amount of eur 7.63 per share in connection with the transfer resolution ,1.0,DE00012621862014-02-20
18511,25913,SGL CARBON SE,DE0007235301,0,2014-02-20,1,sgl carbon se: based on the preliminary results of fiscal year 2013 and the weak start into the new year the board of management of sgl carbon se will not propose a dividend payment for fiscal year 2013 ,0.0,DE00072353012014-02-20
18512,25915,UMS United Medical Systems International AG i.L.,DE0005493654,0,2014-02-20,1,"ums united medical systems international ag: ums ag 2013 profit did not reach prior year's level, dividend will stay at 55 cents per share",0.0,DE00054936542014-02-20
18513,25918,RHÖN-KLINIKUM AG,DE0007042301,0,2014-02-20,1,rhön-klinikum ag: german cartel office grants merger control clearance for transaction with fresenius/helios,1.0,DE00070423012014-02-20
18514,25920,Cavotec SA,CH0136071542,0,2014-02-20,1,cavotec's 4q13 report and conference call on 26 february 2014,0.0,CH01360715422014-02-20
18515,25921,Adler Modemärkte AG,DE000A1H8MU2,0,2014-02-20,1,adler modemärkte ag: preliminary figures for financial year 2013 - adler exceeds earnings forecast,0.0,DE000A1H8MU22014-02-20
18516,25923,Bang & Olufsen A/S,DK0010218429,0,2014-02-20,1,announcement of managerial staffs etc. trading with company shares,0.0,DK00102184292014-02-20
18517,25924,YIT,FI0009800643,0,2014-02-20,1,"yit started the construction of the third phase of the smolny prospekt premium apartment complex in st. petersburg, russia",1.0,FI00098006432014-02-20
18518,25925,Biotest AG,DE0005227235,0,2014-02-20,1,biotest ag: biotest increases earnings after taxes by 38.5%,0.0,DE00052272352014-02-20
18519,25927,ZetaDisplay AB (publ),SE0001105511,0,2014-02-20,1,zetadisplay: delivers digital signage to avecra in finland,0.0,SE00011055112014-02-20
18520,25928,SLEEPZ AG,DE000A2E3772,0,2014-02-20,1,bmp media investors ag successfully concludes capital increase from authorised capital,0.0,DE000A2E37722014-02-20
18521,25931,Carlsberg A/S,DK0010181759,0,2014-02-20,1,carlsberg a/s – report of transactions in carlsberg a/s' shares of managerial staff and connected persons,1.0,DK00101817592014-02-20
18522,25932,C-Rad AB,SE0002016352,0,2014-02-20,1,"c-rad har genomfört riktad nyemission om 11,4 msek",0.0,SE00020163522014-02-20
18523,25933,Karolinska Development AB,SE0002190926,0,2014-02-20,1,dilafor enters into a license and partnership agreement with lee’s pharmaceutical,1.0,SE00021909262014-02-20
18524,25934,SRV Yhtiöt Oyj,FI0009015309,0,2014-02-20,1,srv group plc’s board of directors approve new multi-year incentive scheme for key personnel,1.0,FI00090153092014-02-20
18526,25937,DO & CO Aktiengesellschaft,AT0000818802,0,2014-02-19,1,do & co aktiengesellschaft: ,0.0,AT00008188022014-02-19
18527,25939,Aareal Bank AG,DE0005408116,0,2014-02-19,1,aareal bank ag: dividend proposal for the 2013 financial year of eur 0.75 per share,1.0,DE00054081162014-02-19
18528,25943,C-Rad AB,SE0002016352,0,2014-02-19,1,c-rad förbereder placering av nya aktier,0.0,SE00020163522014-02-19
18529,25944,Petrogrand AB,SE0001587593,0,2014-02-19,1,the board of petrogrand ab advises its shareholders to defer accepting shelton petroleum ab's public offer.,0.0,SE00015875932014-02-19
18530,25945,GSW Immobilien AG,DE000GSW1111,0,2014-02-19,1,gsw immobilien ag: application for revocation of the admission of the shares in the prime standard segment of the frankfurt stock exchange,1.0,DE000GSW11112014-02-19
18531,25947,Stora Enso Oyj,FI0009005961,0,2014-02-19,1,stora enso enhances efficiency in central european sawmills,1.0,FI00090059612014-02-19
18532,25948,Trifork A/S,DK0060102887,0,2014-02-19,1,correction: announcement of the mandatory offer to shareholders of trifork a/s,1.0,DK00601028872014-02-19
18533,25949,Panostaja Oyj,FI0009800361,0,2014-02-19,1,invitation to panostaja oyj’s press conference,1.0,FI00098003612014-02-19
18534,25950,ALK-Abelló,DK0060027142,0,2014-02-19,1,report on transactions with alk-abelló a/s b-shares and associated securities by managerial staff,1.0,DK00600271422014-02-19
18536,25952,Technopolis,FI0009006886,0,2014-02-19,1,subscription of shares in technopolis plc based on the 2007c stock options,1.0,FI00090068862014-02-19
18537,25953,Outokumpu Oyj,FI0009002422,0,2014-02-19,1,outokumpu increases its share in fennovoima,1.0,FI00090024222014-02-19
18538,25954,Lucara Diamond Corp,CA54928Q1081,0,2014-02-18,1,"lucara 2013 year end report to be released february 20, 2014",0.0,CA54928Q10812014-02-18
18539,25956,Ixonos,FI0009008007,0,2014-02-18,1,ixonos plc's stock option plan v; option plan's terms and conditions,0.0,FI00090080072014-02-18
18541,25959,MLP SE,DE0006569908,0,2014-02-18,1,mlp ag: regional court of frankfurt upholds legal position of mlp and dismisses counterclaims by former feri-shareholders,1.0,DE00065699082014-02-18
18542,25961,TOM TAILOR Holding SE,DE000A0STST2,0,2014-02-18,1,tom tailor holding ag publishes preliminary results for fiscal year 2013: sales target achieved - recurring ebitda below the expectations ,0.0,DE000A0STST22014-02-18
18543,25963,Westag & Getalit AG,DE0007775231,0,2014-02-18,1,westag & getalit ag: 2013 sales performance slightly slowed down by exports; earnings impacted by structural measures and long 2013 winter ,0.0,DE00077752312014-02-18
18545,25966,A.S. Création Tapeten AG,DE000A1TNNN5,0,2014-02-18,1,a.s. création tapeten ag: net profit for fiscal year 2013 lower than expected,0.0,DE000A1TNNN52014-02-18
18546,25969,PledPharma AB,SE0003815604,0,2014-02-18,1,pledpharma brings forward publication date for full year report 2013,0.0,SE00038156042014-02-18
18547,25970,Südzucker AG,DE0007297004,0,2014-02-18,1,südzucker ag mannheim/ochsenfurt: ,0.0,DE00072970042014-02-18
18548,25973,Trifork A/S,DK0060102887,0,2014-02-18,1,announcement of the mandatory offer to shareholders of trifork a/s,0.0,DK00601028872014-02-18
18549,25974,cBrain A/S,DK0060030286,0,2014-02-18,1,6 governmental authorities now runs live at new f2 cloud at the danish agency for governmental it services,1.0,DK00600302862014-02-18
18550,25975,Vestas Wind Systems A/S,DK0010268606,0,2014-02-18,1,information in the market regarding an offshore project,0.0,DK00102686062014-02-18
18551,25976,Comptel,FI0009008221,0,2014-02-18,1,comptel and tech mahindra agreed on strategic partnership for comptel fulfillment solutions,0.0,FI00090082212014-02-18
18552,25977,Biohit Oyj,FI0009005482,0,2014-02-18,1,biohit suspends trial aiming at h. pylori eviction,0.0,FI00090054822014-02-18
18553,25978,Apetit Oyj,FI0009003503,0,2014-02-18,1,publishing of apetit plc’s financial statements bulletin 2013 and invitation to a briefing,1.0,FI00090035032014-02-18
18560,25990,Coloplast A/S,DK0060448595,0,2014-02-17,1,report on executive's transaction,1.0,DK00604485952014-02-17
18561,25991,Vossloh Aktiengesellschaft,DE0007667107,0,2014-02-17,1,vossloh aktiengesellschaft:  vossloh resolves executive board changes,1.0,DE00076671072014-02-17
18562,25993,Componenta Oyj,FI0009010110,0,2014-02-17,1,the board of directors of componenta corporation resolved on an incentive plan for key personnel,0.0,FI00090101102014-02-17
18563,25994,Basler AG,DE0005102008,0,2014-02-17,1,basler ag: preliminary business figures for 2013: basler heading for success,1.0,DE00051020082014-02-17
18565,25997,Greentech Energy Systems A/S,DK0010240514,0,2014-02-17,1,monthly update for january 2014,1.0,DK00102405142014-02-17
18571,26003,Technopolis,FI0009006886,0,2014-02-17,1,technopolis updates disclosure policy,1.0,FI00090068862014-02-17
18572,26004,Seamless Distribution AB,SE0000857369,0,2014-02-17,1,emab and seamless signs agreement on mobile payments,1.0,SE00008573692014-02-17
18573,26005,Olainfarm,LV0000100501,0,2014-02-17,1,sales of „olainfarm” grow by 24% in january,1.0,LV00001005012014-02-17
18576,26008,Hypoport AG,DE0005493365,0,2014-02-14,1,hypoport ag generates further double-digit growth; earnings higher year on year but below expectations,0.0,DE00054933652014-02-14
18577,26010,STADA Arzneimittel AG,DE0007251803,0,2014-02-14,1,stada arzneimittel ag: local insolvency administrator files lawsuit against a subsidiary of stada arzneimittel ag,0.0,DE00072518032014-02-14
18578,26012,Dalhoff Larsen & Horneman A/S,DK0060038933,0,2014-02-14,1,establishment of incentive scheme,0.0,DK00600389332014-02-14
18579,26013,Honkarakenne Oyj,FI0009900104,0,2014-02-14,1,proposal on board members to honkarakenne general meeting,1.0,FI00099001042014-02-14
18580,26014,Novozymes A/S,DK0060336014,0,2014-02-14,1,trading by management and of close relations to management,1.0,DK00603360142014-02-14
18581,26015,msg life ag,DE0005130108,0,2014-02-14,1,cor&fja ag: cor&fja ag publishes target figures for 2014,1.0,DE00051301082014-02-14
18582,26018,SLEEPZ AG,DE000A2E3772,0,2014-02-14,1,bmp media investors ag: bmp media investors ag resolves capital increase from authorised capital,0.0,DE000A2E37722014-02-14
18584,26021,Nordic Shipholding A/S,DK0060083996,0,2014-02-14,1,change of technical manager,1.0,DK00600839962014-02-14
18585,26022,C-Rad AB,SE0002016352,0,2014-02-14,1,c-rad: sentinel system approved for chinese market,1.0,SE00020163522014-02-14
18588,26025,Sanoma Oyj,FI0009007694,0,2014-02-14,1,sanoma sells press distribution business in finland,0.0,FI00090076942014-02-14
18589,26026,Francotyp-Postalia Holding AG,DE000FPH9000,0,2014-02-14,1,francotyp-postalia holding ag: supervisory board of francotyp-postalia holding ag has extended hans szymanski's board of management contract early,0.0,DE000FPH90002014-02-14
18593,26031,Africa Oil Corp.,CA00829Q1019,0,2014-02-14,1,africa oil corporate update,0.0,CA00829Q10192014-02-14
18595,26034,VBH Holding GmbH,DE000A161002,0,2014-02-13,1,vbh holding aktiengesellschaft: vbh again generates a positive operating result in 2013 ,1.0,DE000A1610022014-02-13
18596,26036,SMT Scharf AG,DE0005751986,0,2014-02-13,1,smt scharf ag reports fall in revenue and order intake,0.0,DE00057519862014-02-13
18597,26038,VERBUND AG,AT0000746409,0,2014-02-13,1,verbund ag: verbund ag publishes outlook for 2014,0.0,AT00007464092014-02-13
18598,26040,Componenta Oyj,FI0009010110,0,2014-02-13,1,componenta decided to defer interest payment of hybrid bonds,0.0,FI00090101102014-02-13
18600,26043,F-Secure Oyj,FI0009801310,0,2014-02-13,1,f-secure corporation's financial statements 2013,0.0,FI00098013102014-02-13
18601,26046,Novozymes A/S,DK0060336014,0,2014-02-13,1,trading by management and of close relations to management,1.0,DK00603360142014-02-13
18602,26047,Invisio Communications.,SE0001200015,0,2014-02-13,1,invisio clarifies date for year-end report,0.0,SE00012000152014-02-13
18603,26048,DO & CO Aktiengesellschaft,AT0000818802,0,2014-02-13,1,do & co aktiengesellschaft: ,1.0,AT00008188022014-02-13
18604,26050,Martela Oyj,FI0009900385,0,2014-02-13,1,martela’s co-operation negotiations concluded,0.0,FI00099003852014-02-13
18605,26051,Metsä Board Oyj,FI0009000665,0,2014-02-13,1,historical figures based on the new reporting structure,0.0,FI00090006652014-02-13
18607,26053,Mayr-Melnhof Karton AG,AT0000938204,0,2014-02-13,1,mayr-melnhof karton ag: management board will propose a dividend increase and an anniversary bonus ,0.0,AT00009382042014-02-13
18608,26055,Efore,FI0009900054,0,2014-02-13,1,efore continues to streamline its operations,1.0,FI00099000542014-02-13
18610,26057,Lundin Petroleum AB,SE0000825820,0,2014-02-13,1,development concept selection is agreed for the giant johan sverdrup field,1.0,SE00008258202014-02-13
18612,26060,Stockmann Oyj Abp,FI0009000251,0,2014-02-13,1,stockmann group's revenue in january 2014,1.0,FI00090002512014-02-13
18613,26061,Mobimo Holding AG,CH0011108872,0,2014-02-13,1,another very good year for mobimo - increase in the dividend,1.0,CH00111088722014-02-13
18614,26064,Atlantic Airways P/F,FO0000000062,0,2014-02-13,1,the faroese parliament has deleted the statutory provision that atlantic airways shall be listed,0.0,FO00000000622014-02-13
18615,26065,PAION AG,DE000A0B65S3,0,2014-02-12,1,paion completes private placement through the issuance of new shares in a placement volume of eur 3.17 million,1.0,DE000A0B65S32014-02-12
18616,26067,IMMOFINANZ AG,AT0000A21KS2,0,2014-02-12,1,"immofinanz subsidiary buwog acquires 18,000 apartments in germany - stock market listing of buwog via spin-off planned",1.0,AT0000A21KS22014-02-12
18617,26069,4SC AG,DE000A14KL72,0,2014-02-12,1,continued funding of 4sc ag - investor undertakes to subscribe to convertible notes for up to eur 15 million nominally ,1.0,DE000A14KL722014-02-12
18619,26072,AS Abwicklung und Solar-Service AG i.L.,DE000A0JM634,0,2014-02-12,1,aleo solar ag: loss amounting to more than half of the company's share capital,0.0,DE000A0JM6342014-02-12
18620,26074,Raute Oyj,FI0009004741,0,2014-02-12,1,a long-term share based incentive program 2014-2018 established for raute's top management,1.0,FI00090047412014-02-12
18621,26075,DF Deutsche Forfait AG,DE000A2AA204,0,2014-02-12,1,df deutsche forfait ag projects consolidated loss for the fiscal year 2013,0.0,DE000A2AA2042014-02-12
18622,26077,Icelandair Group hf.,IS0000013464,0,2014-03-11,1,annual report 2013,1.0,IS00000134642014-03-11
18623,26078,Novozymes A/S,DK0060336014,0,2014-02-28,1,trading by management and of close relations to management,0.0,DK00603360142014-02-28
18629,26084,STADA Arzneimittel AG,DE0007251803,0,2014-02-28,1,stada arzneimittel ag: successfully concluded purchase of the russian branded product portfolio aqualor(r) for the self-medication of sinusitis and sore throat,0.0,DE00072518032014-02-28
18633,26089,Neo Industrial Oyj,FI0009800296,0,2014-02-28,1,neo industrial plc postpones the release of financial statements for 2013,0.0,FI00098002962014-02-28
18635,26091,A.P. Møller - Mærsk A/S,DK0010244425,0,2014-02-28,1,announcement of managerial staffs etc. trading in accordance with the danish securities trading act section 28(a).,1.0,DK00102444252014-02-28
18638,26094,Borussia Dortmund GmbH & Co. KGaA,DE0005493092,0,2014-02-28,1,borussia dortmund announces semi-annual results h1 2013/2014,0.0,DE00054930922014-02-28
18639,26096,Vestas Wind Systems A/S,DK0010268606,0,2014-02-28,1,vestas and mitsubishi offshore joint venture receives approval from competition authorities,1.0,DK00102686062014-02-28
18640,26098,Asian Bamboo AG,DE000A0M6M79,0,2014-02-28,1,asian bamboo announces preliminary fy 2013 results ,0.0,DE000A0M6M792014-02-28
18641,26102,Finnlines,FI0009003644,0,2014-02-28,1,finnlines plc: corporate governance statement 2013 published,1.0,FI00090036442014-02-28
18642,26103,ENCAVIS AG,DE0006095003,0,2014-02-28,1,capital stage completes capital increase successfully ,1.0,DE00060950032014-02-28
18645,26107,HKScan Oyj,FI0009006308,0,2014-02-28,1,hkscan to sell its 50% stake in saturn nordic holding ab (sokolów),1.0,FI00090063082014-02-28
18647,26109,Apetit Oyj,FI0009003503,0,2014-02-28,1,proposals of the board of directors to the annual general meeting of apetit plc,0.0,FI00090035032014-02-28
